signal_date,ticker,name,light,rebound,base_q,exit_reason,exit_price,ret,days_held,entry
2024-02-01,3017.TW,奇鋐,yellow,1.0,0.0,賣壓比例,615.2983216366525,0.3389036846476302,112,457.5546649629601
2024-02-01,3036.TW,文曄,yellow,1.0,0.34627922878213546,停損,147.05556625221806,-0.08056258064085628,18,158.92960735818616
2024-02-01,3492.TWO,長盛,yellow,0.6625912144421092,0.8737394337635036,提前停損,18.09034059453753,-0.08091053231374909,21,19.558404875716647
2024-02-01,5434.TW,崇越,yellow,1.0,0.8070429991710143,賣壓比例,251.99472517377876,0.4182184977303077,123,176.95407599803664
2024-02-01,5519.TW,隆大,yellow,1.0,0.691973738569506,賣壓比例,36.95626390907707,0.31092011055345614,74,28.0658435461782
2024-02-01,6265.TWO,方土昶,yellow,0.6248813001488475,0.7565846714882364,停損,14.399999618530273,-0.11420913568642285,2,16.149999618530273
2024-02-01,6629.TWO,泰金-KY,yellow,0.8374015748031496,0.8476997494924261,賣壓比例,100.76476297969312,1.0025668802323395,108,50.171238835652666
2024-02-01,6695.TW,芯鼎,yellow,1.0,0.5130714483533377,停損,86.0,-0.08900568014911323,2,93.80000305175781
2024-02-01,9946.TW,三發地產,yellow,1.0,0.5826875730835804,賣壓比例,38.89855399996802,0.8900776633588835,88,20.51689774442879
2024-02-02,2059.TW,川湖,yellow,1.0,0.22228819317691462,賣壓比例,1212.6073371167452,0.1370072156131618,34,1061.031352430287
2024-02-02,2368.TW,金像電,yellow,1.0,0.1367238046167656,停損,212.73310934087283,-0.09191559148191905,21,232.76627661476672
2024-02-02,2383.TW,台光電,yellow,1.0,0.18665039068958167,停損,389.9546499494368,-0.16505918465835975,20,463.79508771273356
2024-02-02,3131.TWO,弘塑,yellow,1.0,0.20511085190597989,賣壓比例,1625.960335188997,1.484029776216827,167,653.0276484511688
2024-02-02,3228.TWO,金麗科,yellow,0.8474466148875284,0.15150182714887206,停損,438.5,-0.0923083333333333,22,480.0
2024-02-02,6669.TW,緯穎,yellow,1.0,0.23710607201291023,停損,2019.663779263123,-0.06834989581513004,7,2154.3077918046356
2024-02-02,7556.TWO,意德士,yellow,0.4690179066829902,0.8617750451606397,賣壓比例,116.16999522264115,0.06673058817055613,23,108.30887348127953
2024-02-05,2025.TW,千興,yellow,1.0,0.0,賣壓比例,18.238523483276367,0.2741500374807627,35,14.248846054077148
2024-02-05,2072.TW,世紀風電,yellow,1.0,0.3523384211999936,賣壓比例,400.4336989553351,0.13815000611636155,30,350.0294552573675
2024-02-05,3289.TWO,宜特,yellow,1.0,0.4825900954870359,停損,111.21759965684679,-0.09745315642786054,19,122.43283367156982
2024-02-05,3376.TW,新日興,yellow,1.0,0.6155126471287977,停損,150.6554257338214,-0.13568426640364026,3,173.13417423502605
2024-02-05,3563.TW,牧德,yellow,0.5895170284455061,0.5933003819182312,賣壓比例,388.62771421490294,0.3774547824330404,63,280.9414954319473
2024-02-05,4706.TWO,大恭,yellow,1.0,0.5276350096201929,提前停損,27.938657760620117,-0.0928753221367545,17,30.601788240182767
2024-02-05,6246.TWO,臺龍,yellow,0.5450255528857028,0.8588350992558573,停損,16.100000381469727,-0.098807724987621,1,17.75
2024-02-05,6546.TWO,正基,yellow,1.0,0.5796602637467834,停損,111.69329942975725,-0.12727850304793872,16,127.13057482201899
2024-02-05,6739.TWO,竹陞科技,yellow,1.0,0.5102460421537951,賣壓比例,85.41634472933683,0.44576271863973427,32,58.84237829589844
2024-02-05,8064.TWO,東捷,yellow,1.0,0.7766246045577745,賣壓比例,29.663575435084475,0.4401593759220209,54,20.51409619399601
2024-02-05,9924.TW,福興,yellow,1.0,0.8187919218378539,賣壓比例,53.39831198178805,0.07578255540352,40,49.368255157470706
2024-02-15,1319.TW,東陽,yellow,1.0,0.3763805634307469,賣壓比例,100.50128560209478,0.24415007749121456,58,80.40102349737745
2024-02-15,1436.TW,華友聯,yellow,1.0,0.6682443947456187,賣壓比例,91.68724373107396,0.6798644050329884,72,54.390733956669074
2024-02-15,1563.TW,巧新,yellow,1.0,0.6871577825241535,賣壓比例,82.4724975477255,0.08405152688661657,31,75.66967796009445
2024-02-15,2330.TW,台積電,yellow,1.0,0.7864509522937941,賣壓比例,735.3641047389185,0.0910702525969306,44,670.3897598735759
2024-02-15,2369.TW,菱生,yellow,0.8345562678073454,0.6012484900695488,提前停損,23.80168209354901,-0.07341756957218923,20,25.52644172042421
2024-02-15,2376.TW,技嘉,yellow,1.0,0.0,停損,325.6685033086521,-0.07947783929973115,6,351.5525585985559
2024-02-15,2539.TW,櫻花建,yellow,1.0,0.480071029321825,賣壓比例,46.89395995230427,0.294149925876083,55,36.07227894317145
2024-02-15,2718.TWO,晶悅,yellow,1.0,0.6217818425418413,賣壓比例,81.05726938219874,0.6245848809357074,71,49.71512222290039
2024-02-15,2881.TW,富邦金,yellow,0.8826606144989249,0.8073629888908391,賣壓比例,55.686089548290916,0.017050742884128577,39,54.43938714061417
2024-02-15,3010.TW,華立,yellow,1.0,0.829666029077375,賣壓比例,107.92312971367895,0.16557850873006932,71,92.1295059061496
2024-02-15,3029.TW,零壹,yellow,1.0,0.5071435388425138,賣壓比例,67.13810145715576,0.04646914396058479,29,63.80013310835524
2024-02-15,3032.TW,偉訓,yellow,1.0,0.14938972941664763,停損,71.5179080099683,-0.09750684199359791,8,78.73445996657601
2024-02-15,3044.TW,健鼎,yellow,1.0,0.35938702901680364,停損,193.84483495125403,-0.09498040108108649,8,212.81293741861978
2024-02-15,3324.TWO,雙鴻,yellow,1.0,0.30073765850900847,賣壓比例,745.1535126657196,0.6349576197827046,88,454.13825708854387
2024-02-15,3402.TWO,漢科,yellow,1.0,0.6016174769002527,賣壓比例,84.04620527691668,0.03127035285903359,25,81.03804447114184
2024-02-15,3413.TW,京鼎,yellow,0.7727353637903794,0.8668501135818149,賣壓比例,259.8723252301305,0.2664811204235237,48,204.24897344617824
2024-02-15,3416.TW,融程電,yellow,1.0,0.5176387793997776,提前停損,120.6434578572897,-0.07851428676688096,13,130.09685288262122
2024-02-15,3529.TWO,力旺,yellow,1.0,0.47178715046468056,停損,2728.0884733299763,-0.13397500583464936,1,3128.9903846153843
2024-02-15,3607.TW,谷崧,yellow,0.7111897073708825,0.7355608149896744,停損,15.341897990517733,-0.09935633772007788,18,16.924440433407252
2024-02-15,3680.TWO,家登,yellow,1.0,0.5456076499015698,停損,396.0745544433594,-0.08992073566683853,18,432.4291949899863
2024-02-15,5443.TWO,均豪,yellow,0.7868145861368422,0.7843329357367586,賣壓比例,52.532338093975916,0.3941499064904451,53,37.52310114481743
2024-02-15,6196.TW,帆宣,yellow,0.8577466124281957,0.7755767875706754,賣壓比例,149.96547758766104,0.003466825558825181,52,148.58117272010216
2024-02-15,6274.TWO,台燿,yellow,1.0,0.22574023929177256,賣壓比例,155.58599234916068,0.021710605007903137,71,151.4129595771765
2024-02-15,6613.TWO,朋億*,yellow,1.0,0.49870746752277517,賣壓比例,174.50218655440608,0.37690848932559773,58,126.19860076904298
2024-02-15,6667.TWO,信紘科,yellow,1.0,0.6305222531227861,賣壓比例,141.906982421875,0.16326762376266304,52,121.37955971030922
2024-02-15,6805.TW,富世達,yellow,1.0,0.2123436342602767,停損,640.2727054361025,-0.1190833264674521,2,722.0306361824522
2024-02-15,8070.TW,長華*,yellow,1.0,0.8738312018765759,賣壓比例,41.87836116369587,0.3126982298974287,84,31.760962711962105
2024-02-15,8299.TWO,群聯,yellow,1.0,0.5918935375235584,賣壓比例,645.2249025727419,0.2777594430459033,56,502.664502873767
2024-02-15,8936.TWO,國統,yellow,1.0,0.2994457614178425,賣壓比例,76.35062537873492,0.3852305506169539,63,54.8858406113671
2024-02-16,1264.TWO,德麥,yellow,1.0,0.8586364392351848,賣壓比例,278.16708755493164,0.007461148086522451,35,274.5130043029785
2024-02-16,2062.TW,橋椿,yellow,0.550139865838165,0.8528883716792703,賣壓比例,25.28722129168113,-0.019934522386443644,77,25.648467709310896
2024-02-16,2537.TW,聯上發,yellow,1.0,0.7682740663424422,提前停損,9.649999618530273,-0.08680241728283108,18,10.5
2024-02-16,3002.TW,歐格,yellow,1.0,0.8383939907453188,停損,14.220135580869625,-0.09866451012109842,14,15.675003336713248
2024-02-16,3015.TW,全漢,yellow,1.0,0.6711644036011545,賣壓比例,53.16617955075821,0.09941324294620038,62,48.10273017768865
2024-02-16,3234.TWO,光環,yellow,0.4633978083196127,0.7062236996587254,賣壓比例,36.5,0.08696432133226586,36,33.400001525878906
2024-02-16,3363.TWO,上詮,yellow,1.0,0.0,賣壓比例,96.80000305175781,0.09992311169655013,28,87.54056508323019
2024-02-16,3450.TW,聯鈞,yellow,0.7527740315107542,0.6320886726268358,停損,66.61043193182095,-0.06624323056394807,39,70.8918178311979
2024-02-16,4420.TWO,光明,yellow,1.0,0.6262376965896022,賣壓比例,38.691085844482906,0.4829521224589838,91,25.988064673483052
2024-02-16,4556.TWO,旭然,yellow,0.5158632430005365,0.9592399615390915,賣壓比例,35.358595131930116,0.04922245525430715,29,33.51295444767111
2024-02-16,4766.TW,南寶,yellow,1.0,0.3382459651913925,賣壓比例,299.12095104744674,0.12281450211114478,68,265.0220242489658
2024-02-16,4939.TWO,亞電,yellow,0.8879692201792311,0.7324923416243522,停損,21.244639927115013,-0.1062516115552011,14,23.615693625065475
2024-02-16,5278.TWO,尚凡,yellow,1.0,0.7592926764318904,賣壓比例,17.293332528330055,0.08603485774921663,41,15.838055089414908
2024-02-16,5284.TW,jpp-KY,yellow,1.0,0.0703783149296423,提前停損,158.5992070615681,-0.09124949431589377,42,173.4081777518136
2024-02-16,5356.TWO,協益,yellow,1.0,0.6654955293673002,賣壓比例,33.626345496156745,0.17375428876306356,89,28.5064625624729
2024-02-16,5490.TWO,同亨,yellow,0.7545314841174274,0.8794074145532682,停損,23.06375473627695,-0.10621497603428051,18,25.636790611606727
2024-02-16,5508.TWO,永信建,yellow,1.0,0.5877643575603602,賣壓比例,225.77075242996216,1.7769080122075047,130,81.13201055914412
2024-02-16,6138.TWO,茂達,yellow,0.9144393209604088,0.5515766872914103,停損,209.36642289161682,-0.07537965976882974,3,225.01138815408225
2024-02-16,6164.TW,華興,yellow,0.6380003225114814,0.7676196989914332,賣壓比例,15.523993602551913,-0.060866190846035374,21,16.427787917816712
2024-02-16,6873.TW,泓德能源-創,yellow,1.0,0.547558209542965,停損,121.23655627250501,-0.09978939455880739,4,133.80623276681442
2024-02-16,7402.TWO,邑錡,yellow,1.0,0.3833348469006008,賣壓比例,113.83995116226316,0.2629671497127325,51,89.72132130152653
2024-02-16,9911.TW,櫻花,yellow,1.0,0.8791164969976123,賣壓比例,79.84242679813437,0.27625039003016905,65,62.27470751822765
2024-02-19,1414.TW,東和,green,0.7759907275841417,0.9399599530291157,停損,18.708586451521988,-0.1038892214121214,12,20.742128588797833
2024-02-19,1735.TW,日勝化,green,0.830911326517112,0.8304025937285935,賣壓比例,15.457077869036393,-0.05307224409675391,19,16.223172479906268
2024-02-19,2345.TW,智邦,green,1.0,0.3083897739841345,停損,488.7102636436507,-0.10567173246173642,6,542.9038683416974
2024-02-19,2489.TW,瑞軒,green,0.6296203523913813,0.7255813334264515,停損,14.25802979841156,-0.08546793803146066,12,15.491425123949156
2024-02-19,2493.TW,揚博,green,1.0,0.39518673519047853,賣壓比例,82.96921777298832,-0.00023207741829742775,25,82.50570709796332
2024-02-19,3047.TW,訊舟,green,1.0,0.7324144916152651,停損,16.766532545823317,-0.0918716036800735,12,18.344561111436168
2024-02-19,3167.TW,大量,green,0.5214173295549157,0.6835523019277068,停損,61.26632545025828,-0.09139585643318546,8,66.99770117645255
2024-02-19,3284.TWO,太普高,green,1.0,0.7349732811551257,賣壓比例,27.05838258210099,0.48069707325704647,69,18.202170028033944
2024-02-19,3349.TWO,寶德,green,0.9861362352494427,0.6477287090069996,停損,27.200000762939453,-0.048103481398212834,3,28.399999618530273
2024-02-19,3663.TWO,鑫科,green,0.8785643228479767,0.7351132840792527,賣壓比例,44.115475418402724,-0.016839002234493063,31,44.60564697265625
2024-02-19,4711.TWO,永純,green,0.5018285351993613,0.8740376353147503,賣壓比例,15.768336296081543,-0.06730246743586552,25,16.800786053959428
2024-02-19,5287.TWO,數字,green,1.0,0.8326965133350211,賣壓比例,166.39117228197355,-0.01155174468976037,40,167.34533264373113
2024-02-19,5289.TWO,宜鼎,green,1.0,0.4191672535512103,停損,276.51888760782015,-0.08668838578462609,4,300.8381587430254
2024-02-19,5355.TWO,佳總,green,1.0,0.6232537452690085,停損,11.399999618530273,-0.09385003051757809,16,12.5
2024-02-19,6207.TWO,雷科,green,0.9436977180119706,0.781578940481624,賣壓比例,55.62540234422759,0.5721052563630095,113,35.25157137372654
2024-02-19,6290.TWO,良維,green,1.0,0.7685373671622597,賣壓比例,83.07242214823515,0.1760871202941964,28,70.28497601256281
2024-02-19,6585.TW,鼎基,green,1.0,0.28178955887850665,賣壓比例,161.0386505126953,0.06811445398883911,72,149.94784037272137
2024-02-19,8067.TWO,志旭,green,0.8848833399210044,0.8488706109241781,停損,19.049999237060547,-0.09436676627924365,1,20.899999618530273
2024-02-19,8091.TWO,翔名,green,1.0,0.7703431950972428,賣壓比例,111.3261923255762,0.2297797253597497,56,90.09672561346315
2024-02-19,8103.TW,瀚荃,green,0.8504069234104944,0.758489423323997,停損,45.75830239788599,-0.08652930967820757,16,49.77403737304018
2024-02-19,8416.TWO,實威,green,1.0,0.7924630061599087,賣壓比例,129.43315521240234,0.0009068062483693845,55,128.5644699982002
2024-02-20,1216.TW,統一,green,1.0,0.857894672663829,賣壓比例,75.36323799860584,0.05985134557041651,112,70.71703372793216
2024-02-20,3305.TW,昇貿,green,0.9375443320904804,0.5946988189892919,停損,66.42171929728369,-0.091011249956063,8,72.60483805926853
2024-02-20,3362.TWO,先進光,green,1.0,0.16776962747290292,停損,225.30811316448708,-0.11173228966972024,15,251.98931926005594
2024-02-20,3438.TWO,類比科,green,0.6810529355636186,0.6942269514703917,提前停損,73.91483579378601,-0.07719214496020207,35,79.59318428488216
2024-02-20,5536.TWO,聖暉*,green,0.9763336042591221,0.5552342876520169,賣壓比例,189.98289306040772,0.03729724514966284,53,182.12471340338
2024-02-20,6136.TW,富爾特,green,1.0,0.8140815973848761,賣壓比例,20.26149621288858,-0.03282096736067639,21,20.82311578918631
2024-02-20,8442.TW,威宏-KY,green,1.0,0.5466156760235403,賣壓比例,103.45263768449614,-0.062301654857539114,20,109.64211660916689
2024-02-21,1445.TW,大宇,green,1.0,0.7314210981851521,停損,18.364404274049704,-0.10421073387054244,15,20.367795596219008
